Origin,colYear,colMonth,prom_arribades
DEN,1987,11,0.0000
DEN,1987,12,2.0000
DEN,1988,6,10.0000
DEN,1988,7,0.0000
DEN,1989,2,8.0000
DEN,1989,4,2.0000
DEN,1989,5,0.0000
DEN,1989,9,-0.5000
DEN,1990,1,-2.0000
DEN,1990,3,30.0000
DEN,1990,10,-2.0000
DEN,1991,2,-1.0000
DEN,1991,3,102.0000
DEN,1991,12,0.3333
DEN,1992,4,0.0000
DEN,1992,7,12.0000
DEN,1992,8,86.0000
DEN,1992,9,-2.0000
DEN,1992,10,-0.5000
DEN,1992,12,3.0000
DEN,1993,3,-1.0000
DEN,1993,5,0.0000
DEN,1993,6,4.0000
DEN,1993,7,1.0000
DEN,1993,11,4.5000
DEN,1994,3,1.0000
DEN,1994,4,4.0000
DEN,1994,5,8.0000
DEN,1994,7,4.0000
